Cafe Name,Outdoor Seating,Indoor Seating,Latitude,Longitude,Orientation,Date,Day of Year,Time of Day,Sunrise Time,Sunset Time,Solar Angle (°),Temperature (°C),Humidity (%),Cloud Cover (%),Sunshine Duration (min),Wind Speed (km/h),Weather Condition,Is Cloudy,Sunlight Status
Cafe Velvet,No,Yes,49.393126,8.665259,West,2023-10-09,282,19:15,04:40,21:49,7.67,16.7,90,22,42,6.1,Fog,No,Sunny
Mont Café,Yes,No,49.400434,8.674647,East,2024-04-05,96,13:00,05:15,21:14,23.64,17.5,40,86,0,8.5,Clear,Yes,Shady
Berg Coffee,No,No,49.388583,8.670864,North,2025-05-27,147,17:15,05:54,20:35,21.29,6.9,82,51,10,9.3,Clear,Yes,Sunny
Station Café,Yes,Yes,49.396307,8.670143,East,2024-06-08,160,16:30,05:58,20:31,44.16,18.2,70,77,0,0.4,Cloudy,Yes,Sunny
Sun Coffee,Yes,Yes,49.395605,8.680449,West,2025-01-28,28,13:00,04:12,22:17,0.0,17.9,78,80,0,1.6,Fog,Yes,Sunny
Twilight Brew House,Yes,No,49.395541,8.667789,East,2024-01-20,20,19:30,04:08,22:21,20.0,18.7,61,90,0,10.7,Clear,Yes,Sunny
Lantern Café,No,No,49.398711,8.668434,West,2025-05-18,138,06:45,05:50,20:39,0.0,11.5,44,61,9,10.3,Fog,Yes,Sunny
Café Borough,No,No,49.397479,8.68382,North,2025-02-20,51,13:45,04:30,21:59,0.0,20.8,72,5,64,1.5,Rain,No,Shady
Pine Espresso,No,Yes,49.398591,8.678375,North,2023-10-19,292,11:45,04:31,21:58,0.0,15.6,78,97,0,11.3,Clear,Yes,Sunny
Velvet Roasters,No,No,49.390849,8.657037,East,2024-07-14,196,10:45,05:54,20:35,70.97,12.0,70,72,0,11.3,Fog,Yes,Sunny
Porch Brew House,Yes,No,49.395622,8.671488,West,2024-05-27,148,16:15,05:54,20:35,41.44,6.2,87,24,31,11.2,Rain,No,Sunny
Loft Espresso,Yes,Yes,49.39961,8.67496,South,2023-07-04,185,06:00,05:58,20:31,0.0,15.9,79,2,52,13.3,Clear,No,Sunny
The Cinnamon Cafe,Yes,No,49.396821,8.679543,East,2024-03-28,88,17:00,05:07,21:22,3.2,13.3,71,8,62,5.1,Clear,No,Sunny
Cafe Hill,No,No,49.393083,8.670973,West,2024-04-28,119,16:15,05:36,20:53,27.99,13.8,64,93,0,9.9,Clear,Yes,Sunny
Cafe de Borough,Yes,Yes,49.38585,8.673275,South,2024-02-11,42,12:45,04:22,22:07,0.0,18.1,68,75,0,7.1,Rain,Yes,Shady
Café Alba,No,Yes,49.394807,8.675668,East,2024-09-23,267,17:45,04:56,21:33,0.0,16.6,73,4,63,9.8,Fog,No,Shady
Cafe Studio,Yes,No,49.394424,8.671643,South,2024-09-18,262,11:15,05:01,21:28,0.75,13.6,89,88,0,5.9,Clear,Yes,Shady
River Café,Yes,Yes,49.396227,8.66795,North,2024-04-11,102,13:45,05:21,21:08,32.14,20.3,54,83,0,10.7,Clear,Yes,Shady
Echo Roasters,Yes,No,49.399107,8.67003,North,2023-06-16,167,10:45,05:59,20:30,77.73,16.1,54,21,48,6.1,Cloudy,No,Sunny
Café Nova,No,No,49.399781,8.670818,East,2025-01-06,6,06:45,04:02,22:27,0.0,10.3,78,98,0,6.4,Clear,Yes,Shady
Café Flint,Yes,No,49.405143,8.6626,South,2025-01-03,3,07:30,04:01,22:28,0.0,11.5,47,6,53,4.1,Rain,No,Sunny
Cocoa Café,No,No,49.385466,8.674836,West,2024-12-31,366,11:15,04:01,22:28,0.0,16.0,45,11,57,5.1,Clear,No,Sunny
Café Brook,Yes,Yes,49.395648,8.673892,West,2024-10-03,277,10:30,04:45,21:44,0.0,17.1,73,65,0,7.8,Cloudy,Yes,Sunny
Crema Coffee,Yes,Yes,49.399621,8.673535,South,2024-08-05,218,18:45,05:42,20:47,0.0,12.6,62,3,66,10.2,Clear,No,Sunny
Cafe Muse,Yes,No,49.395875,8.678318,West,2025-01-19,19,19:15,04:07,22:22,20.21,7.0,60,82,0,9.2,Rain,Yes,Shady
Cafe de Loft,Yes,No,49.393978,8.668553,South,2024-11-17,322,18:15,04:09,22:20,0.0,13.1,83,23,42,13.5,Clear,No,Sunny
Cafe Bloom,Yes,Yes,49.399468,8.669356,North,2024-08-09,222,06:15,05:39,20:50,0.0,10.7,62,75,0,0.8,Clear,Yes,Sunny
Grind Brew House,No,No,49.398855,8.668667,North,2024-04-13,104,17:15,05:23,21:06,9.35,15.4,57,17,53,14.0,Clear,No,Shady
Hollow Beans,Yes,Yes,49.4011,8.67082,South,2024-11-23,328,08:30,04:06,22:23,0.0,11.0,57,7,56,9.8,Clear,No,Sunny
Cafe de Latte,No,Yes,49.398605,8.676153,South,2024-06-09,161,14:00,05:58,20:31,76.73,17.9,80,30,31,0.2,Clear,No,Sunny
The Macchiato Cafe,Yes,Yes,49.394889,8.673595,West,2024-04-20,111,10:15,05:29,21:00,39.65,7.2,76,51,11,11.3,Clear,Yes,Sunny
Cafe de Coral,No,No,49.399594,8.672606,North,2024-12-06,341,07:45,04:01,22:28,0.0,14.8,59,8,51,10.0,Fog,No,Shady
Alcove Beans,No,Yes,49.406005,8.676413,East,2023-11-24,328,12:45,04:06,22:23,0.0,13.0,68,58,10,4.1,Rain,Yes,Sunny
The Valley Cafe,No,Yes,49.399304,8.672855,East,2024-07-20,202,07:00,05:52,20:37,20.11,13.4,41,14,50,1.9,Clear,No,Sunny
Cafe Heidel,No,No,49.405968,8.676265,South,2023-07-18,199,19:00,05:53,20:36,0.0,12.1,74,20,38,12.5,Clear,No,Sunny
Muse Roasters,Yes,No,49.395829,8.655551,East,2024-07-23,205,18:00,05:50,20:39,0.0,16.5,85,37,23,11.0,Clear,No,Sunny
Café Brook,No,No,49.396624,8.677047,East,2024-05-17,138,10:45,05:50,20:39,65.52,13.7,47,12,39,12.4,Clear,No,Sunny
Indigo Café,Yes,No,49.403315,8.669337,West,2025-04-15,105,20:00,05:24,21:05,0.0,15.9,59,16,37,9.1,Rain,No,Sunny
Cafe Cloud,No,Yes,49.399303,8.669424,East,2025-05-22,142,11:30,05:52,20:37,76.14,12.6,82,60,10,14.0,Clear,Yes,Sunny
Haven Café,No,No,49.393809,8.663415,East,2024-05-09,130,11:30,05:44,20:45,65.92,19.5,66,12,41,13.4,Cloudy,No,Sunny
Atelier Beans,No,Yes,49.398587,8.670914,West,2024-03-31,91,20:15,05:10,21:19,0.0,15.5,84,98,0,11.6,Fog,Yes,Sunny
Barn Coffee,No,Yes,49.406859,8.675793,South,2023-11-03,307,10:30,04:18,22:11,0.0,15.0,59,41,17,4.3,Clear,No,Sunny
Zephyr Brew House,No,No,49.399594,8.672035,North,2023-06-05,156,16:45,05:57,20:32,43.46,10.2,53,97,0,9.3,Cloudy,Yes,Sunny
The Quay Cafe,Yes,Yes,49.404276,8.673678,North,2023-10-09,282,18:30,04:40,21:49,0.0,11.1,78,23,39,7.6,Clear,No,Sunny
Soho Roasters,Yes,Yes,49.41213,8.674875,West,2025-03-02,61,15:45,04:39,21:50,0.0,11.9,80,76,0,14.0,Rain,Yes,Shady
Oak Beans,Yes,Yes,49.394579,8.665968,East,2024-09-19,263,15:00,05:00,21:29,0.0,12.7,69,42,12,13.9,Cloudy,No,Sunny
Den Brew House,No,Yes,49.404598,8.670016,West,2024-04-04,95,14:00,05:14,21:15,19.9,18.1,69,57,4,10.1,Clear,Yes,Sunny
Cafe de Corner,No,No,49.389147,8.668521,West,2024-06-16,168,06:45,05:59,20:30,0.0,14.9,50,17,44,0.0,Cloudy,No,Shady
Velvet Coffee,Yes,Yes,49.395929,8.676167,South,2023-07-14,195,18:30,05:55,20:34,0.0,21.8,87,4,58,14.9,Clear,No,Sunny
Hazel Roasters,No,No,49.381499,8.671738,North,2025-04-29,119,16:00,05:36,20:53,27.99,15.7,60,87,0,4.2,Clear,Yes,Sunny
Brew Beans,Yes,Yes,49.402008,8.67006,West,2024-02-24,55,12:45,04:34,21:55,0.0,23.9,65,2,54,9.0,Clear,No,Sunny
Stone Brew House,No,Yes,49.395856,8.675196,North,2025-02-20,51,14:30,04:30,21:59,0.0,26.0,68,77,0,10.6,Clear,Yes,Sunny
Café Maple,Yes,No,49.397193,8.6789,South,2025-02-15,46,16:00,04:26,22:03,0.0,22.3,78,20,33,7.6,Rain,No,Sunny
Cafe de Nest,Yes,Yes,49.400276,8.672573,South,2023-10-03,276,15:15,04:46,21:43,0.0,16.0,51,87,0,14.2,Clear,Yes,Shady
Heidel Espresso,No,No,49.400337,8.674984,West,2023-11-04,308,09:30,04:18,22:11,0.0,12.9,44,41,21,2.8,Cloudy,No,Sunny
Moss Beans,No,Yes,49.405165,8.667323,South,2024-08-29,242,12:45,05:21,21:08,31.11,17.0,69,57,0,2.7,Fog,Yes,Sunny
Sun Café,Yes,No,49.404625,8.668419,West,2024-08-25,238,20:45,05:25,21:04,0.0,8.0,67,67,0,4.7,Clear,Yes,Sunny
Station Café,Yes,Yes,49.393171,8.675806,East,2024-05-28,149,06:30,05:55,20:34,0.0,12.1,52,70,0,12.6,Cloudy,Yes,Shady
Cafe de Willow,Yes,Yes,49.40595,8.675946,East,2024-12-12,347,20:00,04:00,22:29,44.7,15.9,61,67,2,4.1,Clear,Yes,Sunny
Cafe Stream,No,No,49.394698,8.672387,South,2024-10-30,304,20:30,04:21,22:08,29.48,22.0,64,56,11,15.0,Clear,Yes,Sunny
Obsidian Espresso,No,Yes,49.396091,8.680193,South,2024-01-02,2,11:15,04:01,22:28,0.0,12.7,43,50,16,8.5,Clear,No,Sunny
Maple Beans,No,Yes,49.397351,8.671419,North,2025-04-11,101,19:30,05:20,21:09,0.0,12.0,66,65,0,12.4,Clear,Yes,Sunny
Cliff Brew House,Yes,Yes,49.394942,8.674939,North,2025-01-22,22,14:30,04:09,22:20,0.0,20.5,62,40,11,2.5,Clear,No,Sunny
Star Coffee,No,Yes,49.399111,8.679561,South,2024-06-06,158,09:45,05:58,20:31,61.99,12.8,72,17,41,11.7,Cloudy,No,Shady
Cafe de Frame,No,Yes,49.395944,8.678338,South,2024-08-25,238,18:00,05:25,21:04,0.0,14.6,73,100,0,9.8,Cloudy,Yes,Sunny
Zurich Roasters,No,Yes,49.395988,8.674897,South,2024-08-16,229,06:00,05:33,20:56,0.0,14.1,78,92,0,4.5,Cloudy,Yes,Sunny
Cafe Willow,No,No,49.39286,8.666981,North,2025-03-09,68,13:15,04:46,21:43,0.0,22.4,55,84,0,13.4,Cloudy,Yes,Shady
Café Nova,No,No,49.399866,8.667846,West,2023-11-13,317,09:00,04:12,22:17,0.0,18.1,62,53,10,9.1,Rain,Yes,Sunny
The Cinnamon Cafe,No,Yes,49.397144,8.667155,South,2023-12-06,340,16:45,04:01,22:28,0.0,15.1,41,76,0,14.7,Clear,Yes,Sunny
Brook Espresso,No,Yes,49.393663,8.669803,West,2024-04-22,113,17:00,05:31,20:58,12.53,14.0,60,32,33,3.7,Cloudy,No,Shady
Crema Espresso,Yes,No,49.403906,8.664417,West,2024-11-19,324,14:15,04:08,22:21,0.0,10.8,43,30,20,4.8,Clear,No,Shady
Mochi Beans,Yes,Yes,49.391625,8.673538,North,2025-02-20,51,09:45,04:30,21:59,0.0,11.8,71,53,14,5.3,Cloudy,Yes,Shady
Cafe de Cloud,Yes,No,49.394298,8.674124,West,2023-07-02,183,15:45,05:58,20:31,62.34,16.2,60,95,0,6.5,Clear,Yes,Shady
Depot Beans,Yes,No,49.397561,8.677688,East,2024-06-29,181,10:45,05:59,20:30,76.85,19.6,89,63,7,5.8,Cloudy,Yes,Sunny
Cafe Caramel,No,Yes,49.406412,8.681236,East,2024-12-08,343,08:30,04:01,22:28,0.0,14.5,59,70,0,12.4,Rain,Yes,Sunny
Hazel Café,No,No,49.399729,8.676733,North,2024-08-06,219,08:00,05:41,20:48,30.63,13.5,76,34,26,4.5,Clear,No,Sunny
Moon Coffee,Yes,No,49.403615,8.676721,West,2023-07-06,187,18:30,05:58,20:31,0.0,18.5,77,13,39,6.7,Clear,No,Shady
Stone Beans,Yes,Yes,49.400303,8.666359,East,2024-09-12,256,19:30,05:07,21:22,0.0,5.9,53,61,0,8.8,Clear,Yes,Sunny
Stone Coffee,No,No,49.394613,8.671149,South,2024-04-28,119,17:30,05:36,20:53,14.49,18.8,64,9,51,9.3,Clear,No,Sunny
The Cabin Cafe,No,No,49.399797,8.673408,South,2023-06-16,167,17:00,05:59,20:30,23.23,20.9,45,88,0,11.3,Clear,Yes,Sunny
Cinnamon Coffee,No,No,49.393797,8.672589,South,2025-03-18,77,08:30,04:56,21:33,0.0,15.2,83,16,36,13.1,Clear,No,Sunny
Brass Roasters,Yes,No,49.401229,8.674707,North,2023-12-10,344,14:45,04:00,22:29,0.0,15.1,57,30,27,4.8,Clear,No,Shady
Oak Beans,Yes,No,49.400434,8.673951,South,2024-11-18,323,20:45,04:08,22:21,38.84,10.1,53,81,0,12.5,Rain,Yes,Sunny
Porch Coffee,Yes,Yes,49.39747,8.674047,East,2024-05-17,138,15:30,05:50,20:39,53.5,19.2,76,49,6,12.6,Clear,No,Sunny
Cafe Haven,Yes,Yes,49.400585,8.68386,South,2023-06-22,173,09:00,05:59,20:30,63.61,10.5,55,50,20,14.6,Clear,No,Sunny
Café Marble,Yes,Yes,49.399281,8.670731,North,2025-03-27,86,11:00,05:05,21:24,8.96,17.7,70,10,40,3.0,Clear,No,Sunny
Den Espresso,Yes,Yes,49.396975,8.678638,West,2025-01-19,19,12:00,04:07,22:22,0.0,16.3,84,87,0,6.0,Cloudy,Yes,Shady
Cafe de Atelier,Yes,Yes,49.397107,8.67934,East,2024-11-09,314,17:45,04:14,22:15,0.0,17.7,63,100,0,12.9,Fog,Yes,Sunny
Cafe Sun,No,Yes,49.393263,8.676583,North,2023-07-08,189,17:45,05:57,20:32,22.21,17.9,53,16,34,2.1,Rain,No,Sunny
Vienna Roasters,No,Yes,49.399099,8.666313,North,2024-03-12,72,19:00,04:50,21:39,3.2,12.0,44,37,21,3.2,Fog,No,Sunny
Café Forest,No,Yes,49.3911,8.667168,South,2024-03-12,72,06:45,04:50,21:39,0.0,11.7,85,39,13,4.4,Clear,No,Sunny
Soho Espresso,Yes,Yes,49.389552,8.673517,South,2024-11-04,309,14:15,04:17,22:12,0.0,19.3,79,19,43,11.2,Rain,No,Sunny
Fern Roasters,Yes,Yes,49.398756,8.66895,North,2024-12-26,361,20:30,04:00,22:29,44.65,10.7,46,51,1,13.5,Clear,Yes,Sunny
The Frame Cafe,Yes,Yes,49.404068,8.669232,North,2024-10-14,288,15:45,04:35,21:54,0.0,17.4,48,76,0,0.7,Cloudy,Yes,Sunny
Willow Café,No,Yes,49.399453,8.679962,South,2023-12-16,350,18:00,04:00,22:29,0.0,13.7,79,5,62,9.7,Clear,No,Sunny
Café Choco,Yes,No,49.39307,8.66701,East,2023-07-03,184,11:45,05:58,20:31,84.85,22.4,52,64,0,1.0,Clear,Yes,Shady
Gallery Coffee,No,No,49.388876,8.67505,West,2025-03-04,63,11:30,04:41,21:48,0.0,21.6,66,26,28,9.4,Fog,No,Sunny
Cafe de Quay,No,No,49.395078,8.671753,North,2023-06-15,166,19:30,05:59,20:30,0.0,6.0,53,38,21,2.6,Clear,No,Sunny
Deer Beans,Yes,Yes,49.395783,8.676885,South,2024-02-02,33,20:00,04:16,22:13,32.56,8.7,82,88,0,8.1,Clear,Yes,Sunny
Twilight Coffee,Yes,No,49.390345,8.679536,East,2024-06-24,176,20:45,05:59,20:30,0.0,9.6,73,76,0,13.5,Clear,Yes,Sunny
Studio Brew House,No,Yes,49.396483,8.664584,South,2024-02-23,54,08:45,04:33,21:56,0.0,12.3,41,91,0,9.8,Clear,Yes,Sunny
Espresso Beans,No,No,49.390781,8.670285,East,2023-07-10,191,07:45,05:56,20:33,21.96,11.5,75,31,22,7.0,Clear,No,Shady
Deer Beans,Yes,No,49.399771,8.67265,North,2024-08-18,231,12:15,05:31,20:58,46.45,19.2,49,51,0,5.5,Clear,Yes,Sunny
Cafe Rain,No,No,49.401653,8.667911,South,2024-12-31,366,17:15,04:01,22:28,0.0,15.7,55,87,0,2.7,Clear,Yes,Sunny
Cafe de Hill,Yes,No,49.39827,8.672804,North,2024-02-28,59,18:15,04:38,21:51,0.0,11.6,62,49,17,9.7,Clear,No,Sunny
Frame Roasters,Yes,No,49.402122,8.67614,West,2023-11-26,330,07:00,04:05,22:24,0.0,16.9,88,89,0,7.4,Clear,Yes,Sunny
Sun Coffee,Yes,Yes,49.396729,8.677542,South,2023-08-23,235,17:30,05:28,21:01,10.62,13.2,51,74,0,6.3,Clear,Yes,Sunny
Vine Beans,Yes,Yes,49.397637,8.680306,North,2024-11-29,334,16:45,04:03,22:26,0.0,4.9,51,29,34,9.8,Clear,No,Sunny
Luna Café,Yes,No,49.390991,8.672705,West,2024-04-03,94,11:00,05:13,21:16,20.75,9.7,83,79,0,6.9,Clear,Yes,Sunny
Nova Café,Yes,Yes,49.398602,8.667553,South,2024-12-26,361,19:00,04:00,22:29,23.11,21.2,54,83,0,11.2,Fog,Yes,Shady
Fern Brew House,No,Yes,49.403429,8.667135,South,2025-04-20,110,18:15,05:28,21:01,0.0,13.1,81,53,4,7.4,Clear,Yes,Sunny
Café Bay,No,No,49.400192,8.676621,East,2023-07-12,193,17:00,05:56,20:33,21.68,10.7,61,13,46,3.6,Clear,No,Sunny
Heidel Café,No,Yes,49.396892,8.667383,East,2025-04-22,112,15:15,05:30,20:59,33.31,18.8,45,96,0,14.7,Clear,Yes,Sunny
Amber Coffee,Yes,Yes,49.4098,8.666266,East,2025-03-09,68,10:00,04:46,21:43,0.0,12.2,80,16,45,6.1,Rain,No,Sunny
The Choco Cafe,Yes,Yes,49.405018,8.673334,West,2024-12-12,347,09:15,04:00,22:29,0.0,16.3,42,48,20,12.2,Clear,No,Sunny
Borough Café,No,No,49.398826,8.67374,West,2023-10-12,285,19:15,04:38,21:51,8.8,16.7,83,54,15,13.7,Clear,Yes,Shady
Café Petal,No,Yes,49.402211,8.670904,North,2025-02-25,56,16:15,04:35,21:54,0.0,12.0,86,36,24,10.3,Clear,No,Sunny
Cocoa Café,No,No,49.395962,8.671409,West,2024-07-02,184,20:30,05:58,20:31,0.0,19.2,79,16,39,6.3,Rain,No,Shady
Elm Coffee,No,No,49.404972,8.681017,South,2024-10-11,285,16:30,04:38,21:51,0.0,8.6,47,71,0,2.6,Clear,Yes,Sunny
Oak Brew House,No,Yes,49.391566,8.672641,North,2024-09-12,256,15:00,05:07,21:22,7.11,21.1,87,64,4,0.7,Clear,Yes,Sunny
Latte Café,No,Yes,49.401078,8.6718,East,2024-01-22,22,15:15,04:09,22:20,0.0,22.1,65,45,13,6.0,Clear,No,Sunny
Luna Beans,No,No,49.400164,8.676448,North,2023-08-14,226,15:00,05:35,20:54,37.41,25.0,71,39,31,13.3,Cloudy,No,Shady
Cafe de Dawn,Yes,No,49.413933,8.675128,West,2024-05-10,131,20:15,05:45,20:44,0.0,5.9,80,54,15,9.9,Clear,Yes,Sunny
Borough Coffee,No,Yes,49.398516,8.663909,West,2024-06-14,166,14:15,05:59,20:30,77.62,23.1,83,7,53,11.2,Clear,No,Sunny
Vine Beans,No,No,49.385302,8.677579,South,2023-11-14,318,18:15,04:11,22:18,0.0,11.7,52,44,9,1.2,Rain,No,Sunny
Studio Brew House,No,No,49.403849,8.673335,North,2024-01-29,29,06:30,04:13,22:16,0.0,11.2,81,93,0,14.3,Rain,Yes,Sunny
Star Roasters,Yes,Yes,49.400233,8.667535,South,2024-11-14,319,09:30,04:10,22:19,0.0,19.9,43,35,31,12.5,Clear,No,Sunny
Cafe Sun,No,No,49.401181,8.663682,West,2024-10-25,299,19:45,04:25,22:04,13.69,12.4,63,85,0,9.8,Cloudy,Yes,Sunny
Cedar Espresso,No,No,49.398281,8.675927,South,2023-11-21,325,15:45,04:07,22:22,0.0,12.3,84,80,0,4.0,Clear,Yes,Sunny
Cliff Brew House,Yes,Yes,49.399128,8.678552,South,2025-01-06,6,08:30,04:02,22:27,0.0,15.9,61,71,0,4.3,Clear,Yes,Sunny
The Corner Cafe,Yes,No,49.402052,8.668537,East,2023-08-18,230,10:15,05:32,20:57,41.37,14.7,83,58,12,2.5,Clear,Yes,Sunny
Gallery Coffee,Yes,Yes,49.397753,8.675257,East,2023-09-29,272,06:00,04:50,21:39,0.0,12.5,61,95,0,8.2,Rain,Yes,Sunny
Indigo Espresso,Yes,No,49.401209,8.676862,West,2024-09-08,252,08:30,05:11,21:18,8.09,12.3,79,79,0,14.3,Clear,Yes,Shady
The Rock Cafe,No,Yes,49.398102,8.677004,East,2024-05-10,131,07:45,05:45,20:44,17.92,21.2,50,94,0,9.7,Cloudy,Yes,Sunny
The Zephyr Cafe,Yes,No,49.403451,8.665994,South,2024-08-24,237,07:30,05:26,21:03,9.9,15.3,43,70,0,2.6,Cloudy,Yes,Shady
Choco Café,Yes,Yes,49.404061,8.676131,East,2023-07-22,203,16:45,05:51,20:38,38.44,12.4,56,7,59,4.6,Clear,No,Sunny
Zephyr Café,No,Yes,49.379906,8.681218,South,2023-08-22,234,07:45,05:28,21:01,10.98,12.9,50,29,30,12.6,Clear,No,Sunny
Cafe Cedar,No,No,49.389793,8.661848,East,2023-10-22,295,15:00,04:28,22:01,0.0,11.9,69,41,15,1.9,Clear,No,Shady
The Bean Cafe,No,No,49.394312,8.671506,North,2025-01-15,15,09:30,04:05,22:24,0.0,17.6,55,57,11,2.6,Cloudy,Yes,Sunny
Cafe Twilight,Yes,Yes,49.398401,8.675991,East,2024-04-02,93,20:30,05:12,21:17,0.0,13.5,90,64,1,6.5,Rain,Yes,Sunny
Nova Café,No,No,49.400358,8.673981,South,2024-01-18,18,15:15,04:07,22:22,0.0,18.0,45,44,16,6.6,Cloudy,No,Sunny
Bean Café,No,Yes,49.393431,8.669237,North,2023-06-05,156,16:45,05:57,20:32,43.46,14.7,60,73,0,6.9,Clear,Yes,Sunny
Nest Brew House,Yes,Yes,49.397785,8.672414,West,2024-02-20,51,20:45,04:30,21:59,21.54,15.2,90,46,19,12.7,Clear,No,Sunny
Moss Espresso,Yes,No,49.39633,8.672916,North,2024-09-18,262,15:15,05:01,21:28,0.55,23.2,56,76,0,14.9,Clear,Yes,Shady
Muse Brew House,Yes,Yes,49.407528,8.680216,West,2024-03-27,87,11:30,05:06,21:23,10.45,7.9,72,27,39,10.0,Rain,No,Shady
Cafe de Crema,Yes,No,49.394554,8.682773,East,2023-07-23,204,07:00,05:51,20:38,19.69,17.0,58,61,0,3.3,Rain,Yes,Sunny
Echo Brew House,Yes,No,49.391862,8.670391,East,2024-03-18,78,08:00,04:57,21:32,0.0,9.8,41,15,39,3.6,Clear,No,Shady
Café Loft,No,Yes,49.399074,8.666831,East,2024-07-20,202,19:00,05:52,20:37,0.0,18.1,58,37,18,12.4,Clear,No,Sunny
Cafe Moss,No,Yes,49.40113,8.677734,East,2023-11-28,332,09:00,04:04,22:25,0.0,23.3,65,72,0,6.2,Clear,Yes,Shady
Deer Espresso,Yes,Yes,49.411426,8.678746,South,2023-09-29,272,08:45,04:50,21:39,0.0,10.4,56,82,0,8.0,Clear,Yes,Sunny
Café Caramel,No,No,49.403175,8.67197,East,2024-04-03,94,18:30,05:13,21:16,0.0,16.4,43,91,0,2.2,Fog,Yes,Shady
Cafe de Velvet,No,Yes,49.403284,8.671913,South,2024-01-26,26,09:15,04:11,22:18,0.0,21.0,86,80,0,6.0,Clear,Yes,Shady
Harbor Roasters,Yes,Yes,49.38835,8.678561,North,2023-06-04,155,16:45,05:57,20:32,43.25,12.3,85,70,0,1.9,Clear,Yes,Shady
Zurich Coffee,No,Yes,49.403959,8.673862,West,2024-09-10,254,10:15,05:09,21:20,11.36,16.1,69,29,26,5.3,Clear,No,Shady
Vienna Roasters,Yes,No,49.396202,8.672329,West,2023-11-28,332,16:00,04:04,22:25,0.0,17.4,89,70,0,0.8,Fog,Yes,Sunny
Cafe de Willow,No,Yes,49.396833,8.673456,North,2024-09-24,268,10:45,04:55,21:34,0.0,8.5,79,76,0,0.8,Cloudy,Yes,Sunny
Cafe de Marble,Yes,No,49.400392,8.677955,West,2025-05-06,126,20:00,05:42,20:47,0.0,16.0,69,51,3,4.9,Clear,Yes,Shady
Chalet Café,Yes,Yes,49.395658,8.671036,East,2023-06-21,172,18:15,06:00,20:30,0.0,11.7,60,73,0,7.0,Cloudy,Yes,Shady
Den Roasters,No,Yes,49.397184,8.671331,East,2024-10-14,288,10:45,04:35,21:54,0.0,17.2,86,25,27,6.8,Clear,No,Shady
Nook Beans,Yes,Yes,49.393997,8.668876,East,2025-01-28,28,06:00,04:12,22:17,0.0,14.0,86,55,0,4.3,Clear,Yes,Shady
Nova Espresso,Yes,Yes,49.402671,8.670275,South,2024-03-10,70,10:30,04:48,21:41,0.0,7.4,86,99,0,1.5,Clear,Yes,Sunny
Café Drift,No,Yes,49.402817,8.667402,North,2024-12-28,363,07:45,04:00,22:29,0.0,16.7,43,95,0,2.0,Fog,Yes,Sunny
Cafe de Nook,Yes,No,49.401548,8.673307,East,2025-04-04,94,13:15,05:13,21:16,20.75,17.3,49,50,15,6.1,Clear,No,Sunny
Crema Coffee,Yes,No,49.399197,8.668829,West,2025-01-11,11,15:00,04:04,22:25,0.0,20.7,72,60,0,2.6,Fog,Yes,Sunny
Bay Roasters,No,No,49.397804,8.672992,East,2024-07-07,189,12:15,05:57,20:32,85.83,16.9,89,55,2,11.8,Cloudy,Yes,Sunny
Cafe de Hill,No,Yes,49.405255,8.681733,South,2024-08-26,239,09:15,05:24,21:05,25.05,13.6,78,85,0,14.8,Clear,Yes,Shady
Roast Brew House,No,No,49.404111,8.67396,South,2024-08-06,219,09:15,05:41,20:48,43.32,25.4,63,91,0,7.3,Rain,Yes,Sunny
Crema Café,Yes,No,49.394886,8.672303,East,2024-02-27,58,17:45,04:37,21:52,0.0,21.9,45,96,0,12.6,Rain,Yes,Shady
Cloud Brew House,Yes,No,49.398747,8.667867,North,2024-02-17,48,12:45,04:27,22:02,0.0,11.1,53,64,2,4.4,Fog,Yes,Shady
Cafe de Marble,Yes,Yes,49.395618,8.669879,South,2025-03-20,79,10:30,04:58,21:31,0.0,17.5,62,55,8,3.8,Cloudy,Yes,Sunny
Brass Café,Yes,Yes,49.407813,8.680334,South,2023-11-25,329,17:15,04:05,22:24,0.0,11.6,52,42,25,14.5,Rain,No,Shady
The Storm Cafe,No,No,49.394192,8.665453,West,2023-07-30,211,20:30,05:46,20:43,0.0,17.2,45,5,46,5.7,Clear,No,Shady
Chalet Coffee,No,No,49.405146,8.677078,North,2024-08-15,228,13:45,05:34,20:55,48.65,11.0,86,13,42,13.2,Cloudy,No,Sunny
Cafe de Caramel,Yes,No,49.404657,8.670928,East,2024-08-27,240,17:00,05:23,21:06,8.8,17.5,86,100,0,4.9,Rain,Yes,Sunny
Heidel Espresso,Yes,No,49.404991,8.675749,East,2023-08-27,239,07:15,05:24,21:05,9.17,9.5,75,21,39,13.0,Clear,No,Sunny
Flint Beans,No,No,49.399023,8.671812,East,2023-09-14,257,10:45,05:06,21:23,7.37,10.2,44,61,0,13.4,Clear,Yes,Shady
Rossi Café,No,Yes,49.396408,8.679669,North,2025-02-25,56,09:45,04:35,21:54,0.0,6.7,50,58,0,1.5,Rain,Yes,Sunny
Twilight Espresso,Yes,No,49.39325,8.676665,West,2025-02-02,33,14:15,04:16,22:13,0.0,20.3,43,14,52,3.4,Rain,No,Sunny
Café Forest,Yes,Yes,49.395377,8.683531,South,2024-01-22,22,13:00,04:09,22:20,0.0,17.7,71,26,30,0.8,Cloudy,No,Sunny
